name,website,firm_type,hq_city,hq_country,sectors,stage_focus,description,bvca_member,profile_url,source
TPA Capital LLP,,PE,United Kingdom,UK,Direct Investor,,"TPA Capital is a private equity investor which actively invests and co-invests, typically on a fully underwritten debt free basis.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/tpa-capital-llp/,ukpc_directory
TPG Europe LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"Investors providing capital, expertise and support to companies across various sectors and locations.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/tpg-europe-llp/,ukpc_directory
Travers Smith LLP,,VC/PE,United Kingdom,UK,Law Firms,,International law firm providing commercial advice.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/travers-smith-llp/,ukpc_directory
Treble Peak,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/treble-peak-1/,ukpc_directory
TresVista,,VC/PE,United Kingdom,UK,Professional Services,,"TresVista is a global platform providing sophisticated solutions to clients combining domain expertise, technology, and human capital. Their unique model allows clients to achieve excellence  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/tresvista-1/,ukpc_directory
Triple Point Servco Limited,,VC/PE,United Kingdom,UK,UK General Partner,,"Triple Point is an investor based in London, making early stage venture capital, general debt, real estate and infrastructure investments.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/triple-point-servco-limited/,ukpc_directory
Triton Investments Advisers LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"Private equity investment firm focused on medium-sized businesses in northern Europe, Italy, and Spain.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/triton-investments-advisers-llp/,ukpc_directory
True.,,VC/PE,United Kingdom,UK,UK General Partner,,True is Europe&rsquo;s only retail and consumer sector specialist that operates across the entire investment vertical.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/true/,ukpc_directory
Turquoise International Limited,,VC/PE,United Kingdom,UK,UK General Partner,,"Corporate finance and investment management for Energy, Environment and Efficiency.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/turquoise-international-limited/,ukpc_directory
Two Magnolias Ltd,,VC/PE,United Kingdom,UK,UK General Partner,,UK based Venture Capital Fund investing in British based businesses solving the most pressing problems in Sustainability and Human Health.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/two-magnolias-ltd/,ukpc_directory
Ufi VocTech Trust,,VC/PE,United Kingdom,UK,Impact Investment Fund,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ufi-voctech-trust/,ukpc_directory
UI efa S.A.,,VC/PE,Luxembourg,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ui-efa-sa/,ukpc_directory
UK Business Angels Association (UKBAA),,VC/PE,United Kingdom,UK,Honorary,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/uk-business-angels-association-ukbaa/,ukpc_directory
Unilever Ventures Limited,,CVC,United Kingdom,UK,Corporate Venture,,Venture capital and private equity arm of Unilever.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/unilever-ventures-limited/,ukpc_directory
Universities Superannuation Scheme Limited,,VC/PE,United Kingdom,UK,Institutional Investor,,"Centralised final salary scheme, open to employers in the UK Higher Education sector only.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/universities-superannuation-scheme-limited/,ukpc_directory
University of Bristol,,VC/PE,United Kingdom,UK,Academic Institution,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/university-of-bristol/,ukpc_directory
University of Cambridge Investment Management Limited,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/university-of-cambridge-investment-management-limited/,ukpc_directory
USTAXFS,,VC/PE,United Kingdom,UK,Professional Services,,Providing US tax and financial services to clients across the world.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ustaxfs/,ukpc_directory
Valuation Consultants Limited,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/valuation-consultants-limited/,ukpc_directory
VenCap International plc,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,VenCap is exclusively focused on investing in venture capital funds.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/vencap-international-plc/,ukpc_directory
Verb Ventures,,VC/PE,Luxembourg,UK,UK General Partner,,London-based venture capital firm working on building an exciting international portfolio of high-potential early-stage companies.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/verb-ventures/,ukpc_directory
Vespa Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"Investor in UK-based, lower mid-market businesses.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/vespa-capital-llp/,ukpc_directory
VGO Capital Partners,,Debt,United Kingdom,UK,Private Credit,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/vgo-capital-partners/,ukpc_directory
Vistra,,VC/PE,United Kingdom,UK,Professional Services,,"A global corporate service provider and fund administrator with more than 5,000 professionals in over 45 jurisdictions.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/vistra/,ukpc_directory
Vitruvian Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Independent investor in Dynamic Situations.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/vitruvian-partners-llp/,ukpc_directory
Volution,,VC/PE,United Kingdom,UK,UK General Partner,,Volution is a UK-based Venture Capital firm that gets high-potential Fintech and B2B SaaS businesses to Series B and beyond,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/volution/,ukpc_directory
Walker Morris LLP,,VC/PE,United Kingdom,UK,Law Firms,,"Walker Morris is collection of diverse, talented lawyers who provide highly tailored, strategic legal advice to clients around the world.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/walker-morris-llp/,ukpc_directory
Warburg Pincus,,VC/PE,United Kingdom,UK,UK General Partner,,Global private equity firm focused on growth investing.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/warburg-pincus/,ukpc_directory
Waymap Ltd,,VC/PE,United Kingdom,UK,Investee Company,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/waymap-ltd/,ukpc_directory
Weight Partners Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Private equity investor in consumer and healthcare.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/weight-partners-capital-llp/,ukpc_directory
"Weil, Gotshal & Manges (London) LLP",,VC/PE,United Kingdom,UK,Law Firms,,Weil’s private equity practice is formed of recognised industry-leading practitioners. Lawyers in the group are entrenched in all aspects of the private equity market across every area of the PE  &#8230;,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/weil-gotshal-manges-london-llp/,ukpc_directory
Wells Fargo Capital Finance,,VC/PE,United Kingdom,UK,Financial Institution,,UK Asset Based Lender,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/wells-fargo-capital-finance/,ukpc_directory
WestBridge Fund Managers Limited,,VC/PE,United Kingdom,UK,UK General Partner,,WestBridge is an independent private equity house that invests in UK small cap buyouts and lower mid-market companies.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/westbridge-fund-managers-limited/,ukpc_directory
Westbrooke Alternative Asset Management UK Limited,,Debt,United Kingdom,UK,Private Credit,,WAAM is a multi-strategy manager of alternative investments structured to preserve and compound our clients’ wealth for future prosperity.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/westbrooke-alternative-asset-management-uk-limited/,ukpc_directory
Weybourne Limited,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/weybourne-limited/,ukpc_directory
White & Case LLP,,VC/PE,United Kingdom,UK,Law Firms,,"International law firm serving companies, governments and financial institutions.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/white-case-llp/,ukpc_directory
White Star Capital,,VC/PE,United Kingdom,UK,UK General Partner,,Investor in early stage technology companies.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/white-star-capital/,ukpc_directory
Whiterock,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/whiterock/,ukpc_directory
William Blair & Company,,VC/PE,United Kingdom,UK,Financial Institution,,Global investment banking and asset management firm.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/william-blair-company/,ukpc_directory
Willis Towers Watson,,VC/PE,United Kingdom,UK,Professional Services,,"Global advisory, broking and solutions company.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/willis-towers-watson/,ukpc_directory
Willkie Farr & Gallagher (UK) LLP,,VC/PE,United Kingdom,UK,Law Firms,,"International law firm advising a wide spectrum of businesses and industries, most notably financial services.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/willkie-farr-gallagher-uk-llp/,ukpc_directory
Wilson Sonsini Goodrich & Rosati,,VC/PE,United Kingdom,UK,Law Firms,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/wilson-sonsini-goodrich-rosati/,ukpc_directory
Winston & Strawn,,VC/PE,United Kingdom,UK,Law Firms,,Adviser and advocate for clients across virtually every industry.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/winston-strawn/,ukpc_directory
Withers Worldwide,,VC/PE,United Kingdom,UK,Law Firms,,International law firm advising on personal and business legal needs.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/withers-worldwide/,ukpc_directory
Zouk Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"Private equity and infrastructure fund manager, investing in the clean and efficient economy.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/zouk-capital-llp/,ukpc_directory
13books Capital,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/13books-capital/,ukpc_directory
17Capital LLP,,Debt,United Kingdom,UK,Private Credit,,Specialist private equity firm providing flexible financing for private equity portfolios.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/17capital-llp/,ukpc_directory
3i,,VC/PE,United Kingdom,UK,UK General Partner,,"International investment manager focused on mid-market private equity, infrastructure and debt management.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/3i/,ukpc_directory
4Bio Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/4bio-partners-llp/,ukpc_directory
